Kco2  (mm/ano^0,5);Tempo (anos);Xc (mm)
2,7;299;46,68736446
2,7;300;46,7653718
2,8;1;2,8
2,8;2;3,959797975
2,8;3;4,849742261
2,8;4;5,6
2,8;5;6,260990337
2,8;6;6,85857128
2,8;7;7,408103671
2,8;8;7,919595949
2,8;9;8,4
2,8;10;8,854377448
2,8;11;9,286549413
2,8;12;9,699484522
2,8;13;10,09554357
2,8;14;10,47664068
2,8;15;10,84435337
2,8;16;11,2
2,8;17;11,54469575
2,8;18;11,87939392
2,8;19;12,20491704
2,8;20;12,52198067
2,8;21;12,83121195
2,8;22;13,13316413
2,8;23;13,42832827
2,8;24;13,71714256
2,8;25;14
2,8;26;14,27725464
2,8;27;14,54922678
2,8;28;14,81620734
2,8;29;15,07846146
2,8;30;15,33623161
2,8;31;15,58974022
2,8;32;15,8391919
2,8;33;16,08477541
2,8;34;16,32666531
2,8;35;16,56502339
2,8;36;16,8
2,8;37;17,03173508
2,8;38;17,26035921
2,8;39;17,4859944
2,8;40;17,7087549
2,8;41;17,92874786
2,8;42;18,14607396
2,8;43;18,36082787
2,8;44;18,57309883
2,8;45;18,78297101
2,8;46;18,99052395
2,8;47;19,19583288
2,8;48;19,39896904
2,8;49;19,6
2,8;50;19,79898987
2,8;51;19,9959996
2,8;52;20,19108714
2,8;53;20,38430769
2,8;54;20,57571384
2,8;55;20,76535576
2,8;56;20,95328137
2,8;57;21,13953642
2,8;58;21,3241647
2,8;59;21,50720809
2,8;60;21,68870674
2,8;61;21,86869909
2,8;62;22,04722205
2,8;63;22,22431101
2,8;64;22,4
2,8;65;22,5743217
2,8;66;22,74730753
2,8;67;22,91898776
2,8;68;23,0893915
2,8;69;23,25854682
2,8;70;23,42648074
2,8;71;23,59321936
2,8;72;23,75878785
2,8;73;23,92321049
2,8;74;24,08651075
2,8;75;24,24871131
2,8;76;24,40983408
2,8;77;24,56990028
2,8;78;24,72893043
2,8;79;24,88694437
2,8;80;25,04396135
2,8;81;25,2
2,8;82;25,35507839
2,8;83;25,50921402
2,8;84;25,66242389
2,8;85;25,81472448
2,8;86;25,96613179
2,8;87;26,11666135
2,8;88;26,26632826
2,8;89;26,41514717
2,8;90;26,56313235
2,8;91;26,71029764
2,8;92;26,85665653
2,8;93;27,00222213
2,8;94;27,1470072
2,8;95;27,29102417
2,8;96;27,43428512
2,8;97;27,57680185
2,8;98;27,71858582
2,8;99;27,85964824
2,8;100;28
2,8;101;28,13965174
2,8;102;28,27861383
2,8;103;28,41689638
2,8;104;28,55450928
2,8;105;28,69146214
2,8;106;28,82776439
2,8;107;28,96342521
2,8;108;29,09845357
2,8;109;29,23285822
2,8;110;29,36664775
2,8;111;29,49983051
2,8;112;29,63241468
2,8;113;29,76440828
2,8;114;29,89581911
2,8;115;30,02665483
2,8;116;30,15692292
2,8;117;30,28663071
2,8;118;30,41578538
2,8;119;30,54439392
2,8;120;30,67246322
2,8;121;30,8
2,8;122;30,92701085
2,8;123;31,05350222
2,8;124;31,17948043
2,8;125;31,30495168
2,8;126;31,42992205
2,8;127;31,55439747
2,8;128;31,6783838
2,8;129;31,80188674
2,8;130;31,9249119
2,8;131;32,0474648
2,8;132;32,16955082
2,8;133;32,29117527
2,8;134;32,41234333
2,8;135;32,53306011
2,8;136;32,65333061
2,8;137;32,77315975
2,8;138;32,89255235
2,8;139;33,01151314
2,8;140;33,13004679
2,8;141;33,24815784
2,8;142;33,36585081
2,8;143;33,48313008
2,8;144;33,6
2,8;145;33,71646482
2,8;146;33,83252873
2,8;147;33,94819583
2,8;148;34,06347017
2,8;149;34,17835572
2,8;150;34,2928564
2,8;151;34,40697604
2,8;152;34,52071842
2,8;153;34,63408726
2,8;154;34,74708621
2,8;155;34,85971887
2,8;156;34,97198879
2,8;157;35,08389944
2,8;158;35,19545425
2,8;159;35,3066566
2,8;160;35,41750979
2,8;161;35,52801711
2,8;162;35,63818177
2,8;163;35,74800694
2,8;164;35,85749573
2,8;165;35,96665122
2,8;166;36,07547643
2,8;167;36,18397435
2,8;168;36,29214791
2,8;169;36,4
2,8;170;36,50753347
2,8;171;36,61475113
2,8;172;36,72165574
2,8;173;36,82825003
2,8;174;36,93453668
2,8;175;37,04051835
2,8;176;37,14619765
2,8;177;37,25157715
2,8;178;37,35665938
2,8;179;37,46144685
2,8;180;37,56594202
2,8;181;37,67014733
2,8;182;37,77406518
2,8;183;37,87769792
2,8;184;37,98104791
2,8;185;38,08411742
2,8;186;38,18690875
2,8;187;38,28942413
2,8;188;38,39166576
2,8;189;38,49363584
2,8;190;38,59533651
2,8;191;38,69676989
2,8;192;38,79793809
2,8;193;38,89884317
2,8;194;38,99948718
2,8;195;39,09987212
2,8;196;39,2
2,8;197;39,29987277
2,8;198;39,39949238
2,8;199;39,49886074
2,8;200;39,59797975
2,8;201;39,69685126
2,8;202;39,79547713
2,8;203;39,89385918
2,8;204;39,9919992
2,8;205;40,08989898
2,8;206;40,18756026
2,8;207;40,2849848
2,8;208;40,38217429
2,8;209;40,47913043
2,8;210;40,57585489
2,8;211;40,67234933
2,8;212;40,76861538
2,8;213;40,86465465
2,8;214;40,96046875
2,8;215;41,05605924
2,8;216;41,15142768
2,8;217;41,24657562
2,8;218;41,34150457
2,8;219;41,43621604
2,8;220;41,53071153
2,8;221;41,62499249
2,8;222;41,71906039
2,8;223;41,81291666
2,8;224;41,90656273
2,8;225;42
2,8;226;42,09322986
2,8;227;42,18625369
2,8;228;42,27907284
2,8;229;42,37168866
2,8;230;42,46410249
2,8;231;42,55631563
2,8;232;42,64832939
2,8;233;42,74014506
2,8;234;42,83176391
2,8;235;42,92318721
2,8;236;43,01441619
2,8;237;43,10545209
2,8;238;43,19629614
2,8;239;43,28694953
2,8;240;43,37741348
2,8;241;43,46768915
2,8;242;43,55777772
2,8;243;43,64768035
2,8;244;43,73739819
2,8;245;43,82693236
2,8;246;43,916284
2,8;247;44,00545421
2,8;248;44,09444409
2,8;249;44,18325475
2,8;250;44,27188724
2,8;251;44,36034265
2,8;252;44,44862203
2,8;253;44,53672642
2,8;254;44,62465686
2,8;255;44,71241438
2,8;256;44,8
2,8;257;44,88741472
2,8;258;44,97465953
2,8;259;45,06173543
2,8;260;45,14864339
2,8;261;45,23538438
2,8;262;45,32195936
2,8;263;45,40836927
2,8;264;45,49461507
2,8;265;45,58069767
2,8;266;45,666618
2,8;267;45,75237699
2,8;268;45,83797552
2,8;269;45,92341451
2,8;270;46,00869483
2,8;271;46,09381737
2,8;272;46,17878301
2,8;273;46,2635926
2,8;274;46,348247
2,8;275;46,43274706
2,8;276;46,51709363
2,8;277;46,60128754
2,8;278;46,6853296
2,8;279;46,76922065
2,8;280;46,85296149
2,8;281;46,93655292
2,8;282;47,01999575
2,8;283;47,10329076
2,8;284;47,18643873
2,8;285;47,26944045
2,8;286;47,35229667
2,8;287;47,43500817
2,8;288;47,5175757
2,8;289;47,6
2,8;290;47,68228182
2,8;291;47,76442191
2,8;292;47,84642097
2,8;293;47,92827975
2,8;294;48,00999896
2,8;295;48,0915793
2,8;296;48,1730215
2,8;297;48,25432623
2,8;298;48,3354942
2,8;299;48,4165261
2,8;300;48,49742261
2,9;1;2,9
2,9;2;4,101219331
2,9;3;5,022947342
2,9;4;5,8
2,9;5;6,484597135
2,9;6;7,103520254
2,9;7;7,672678802
2,9;8;8,202438662
2,9;9;8,7
2,9;10;9,170605214
2,9;11;9,618211892
2,9;12;10,04589468
2,9;13;10,4560987
2,9;14;10,85080642
2,9;15;11,2316517
2,9;16;11,6
2,9;17;11,95700631
2,9;18;12,30365799
2,9;19;12,64080694
2,9;20;12,96919427
2,9;21;13,28946952
2,9;22;13,6022057
2,9;23;13,90791142
2,9;24;14,20704051
2,9;25;14,5
2,9;26;14,78715659
2,9;27;15,06884203
2,9;28;15,3453576
2,9;29;15,61697794
2,9;30;15,88395417
2,9;31;16,14651665
2,9;32;16,40487732
2,9;33;16,65923167
2,9;34;16,9097605
2,9;35;17,15663137
2,9;36;17,4
2,9;37;17,64001134
2,9;38;17,87680061
2,9;39;18,1104942
2,9;40;18,34121043
2,9;41;18,56906029
2,9;42;18,79414803
2,9;43;19,01657172
2,9;44;19,23642378
2,9;45;19,4537914
2,9;46;19,66875695
2,9;47;19,88139834
2,9;48;20,09178937
2,9;49;20,3
2,9;50;20,50609665
2,9;51;20,71014244
2,9;52;20,9121974
2,9;53;21,11231868
2,9;54;21,31056076
2,9;55;21,50697561
2,9;56;21,70161284
2,9;57;21,89451986
2,9;58;22,08574201
2,9;59;22,27532267
2,9;60;22,46330341
2,9;61;22,64972406
2,9;62;22,83462283
2,9;63;23,01803641
2,9;64;23,2
2,9;65;23,38054747
2,9;66;23,55971137
2,9;67;23,73752304
2,9;68;23,91401263
2,9;69;24,0892092
2,9;70;24,26314077
2,9;71;24,43583434
2,9;72;24,60731599
2,9;73;24,77761086
2,9;74;24,94674327
2,9;75;25,11473671
2,9;76;25,28161387
2,9;77;25,44739672
2,9;78;25,61210651
2,9;79;25,77576381
2,9;80;25,93838854
2,9;81;26,1
2,9;82;26,2606169
2,9;83;26,42025738
2,9;84;26,57893903
2,9;85;26,73667893
2,9;86;26,89349364
2,9;87;27,04939925
2,9;88;27,20441141
2,9;89;27,35854528
2,9;90;27,51181564
2,9;91;27,66423684
2,9;92;27,81582284
2,9;93;27,96658721
2,9;94;28,11654317
2,9;95;28,2657036
2,9;96;28,41408102
2,9;97;28,56168763
2,9;98;28,70853532
2,9;99;28,85463568
2,9;100;29
2,9;101;29,1446393
2,9;102;29,28856432
2,9;103;29,43178554
2,9;104;29,57431318
2,9;105;29,71615722
2,9;106;29,85732741
2,9;107;29,99783326
2,9;108;30,13768405
2,9;109;30,27688888
2,9;110;30,4154566
2,9;111;30,55339588
2,9;112;30,69071521
2,9;113;30,82742286
2,9;114;30,96352693
2,9;115;31,09903535
2,9;116;31,23395588
2,9;117;31,3682961
2,9;118;31,50206342
2,9;119;31,63526513
2,9;120;31,76790834
2,9;121;31,9
2,9;122;32,03154695
2,9;123;32,16255587
2,9;124;32,2930333
2,9;125;32,42298567
2,9;126;32,55241926
2,9;127;32,68134024
2,9;128;32,80975465
2,9;129;32,93766841
2,9;130;33,06508733
2,9;131;33,19201711
2,9;132;33,31846335
2,9;133;33,44443152
2,9;134;33,56992702
2,9;135;33,69495511
2,9;136;33,81952099
2,9;137;33,94362974
2,9;138;34,06728636
2,9;139;34,19049576
2,9;140;34,31326274
2,9;141;34,43559205
2,9;142;34,55748833
2,9;143;34,67895615
2,9;144;34,8
2,9;145;34,92062428
2,9;146;35,04083332
2,9;147;35,16063139
2,9;148;35,28002268
2,9;149;35,39901129
2,9;150;35,51760127
2,9;151;35,63579661
2,9;152;35,75360122
2,9;153;35,87101894
2,9;154;35,98805357
2,9;155;36,10470883
2,9;156;36,22098839
2,9;157;36,33689585
2,9;158;36,45243476
2,9;159;36,56760862
2,9;160;36,68242086
2,9;161;36,79687487
2,9;162;36,91097398
2,9;163;37,02472147
2,9;164;37,13812058
2,9;165;37,25117448
2,9;166;37,36388631
2,9;167;37,47625915
2,9;168;37,58829605
2,9;169;37,7
2,9;170;37,81137395
2,9;171;37,92242081
2,9;172;38,03314344
2,9;173;38,14354467
2,9;174;38,25362728
2,9;175;38,36339401
2,9;176;38,47284757
2,9;177;38,58199062
2,9;178;38,69082579
2,9;179;38,79935566
2,9;180;38,90758281
2,9;181;39,01550974
2,9;182;39,12313893
2,9;183;39,23047285
2,9;184;39,3375139
2,9;185;39,44426448
2,9;186;39,55072692
2,9;187;39,65690356
2,9;188;39,76279668
2,9;189;39,86840855
2,9;190;39,97374138
2,9;191;40,07879739
2,9;192;40,18357874
2,9;193;40,28808757
2,9;194;40,392326
2,9;195;40,49629613
2,9;196;40,6
2,9;197;40,70343966
2,9;198;40,80661711
2,9;199;40,90953434
2,9;200;41,01219331
2,9;201;41,11459595
2,9;202;41,21674417
2,9;203;41,31863986
2,9;204;41,42028489
2,9;205;41,52168108
2,9;206;41,62283027
2,9;207;41,72373425
2,9;208;41,8243948
2,9;209;41,92481365
2,9;210;42,02499256
2,9;211;42,12493323
2,9;212;42,22463736
2,9;213;42,32410661
2,9;214;42,42334263
2,9;215;42,52234707
2,9;216;42,62112152
2,9;217;42,7196676
2,9;218;42,81798687
2,9;219;42,9160809
2,9;220;43,01395123
2,9;221;43,11159937
2,9;222;43,20902683
2,9;223;43,30623512
2,9;224;43,40322569
2,9;225;43,5
2,9;226;43,5965595
2,9;227;43,6929056
2,9;228;43,78903972
2,9;229;43,88496326
2,9;230;43,98067758
2,9;231;44,07618405
2,9;232;44,17148401
2,9;233;44,26657882
2,9;234;44,36146977
2,9;235;44,45615818
2,9;236;44,55064534
2,9;237;44,64493252
2,9;238;44,739021
2,9;239;44,83291202
2,9;240;44,92660682
2,9;241;45,02010662
2,9;242;45,11341264
2,9;243;45,20652608
2,9;244;45,29944812
2,9;245;45,39217994
2,9;246;45,48472271
2,9;247;45,57707757
2,9;248;45,66924567
2,9;249;45,76122813
2,9;250;45,85302607
2,9;251;45,9446406
2,9;252;46,03607281
2,9;253;46,12732379
2,9;254;46,21839461
2,9;255;46,30928633
2,9;256;46,4
2,9;257;46,49053667
2,9;258;46,58089737
2,9;259;46,67108312
2,9;260;46,76109494
2,9;261;46,85093382
2,9;262;46,94060076
2,9;263;47,03009675
2,9;264;47,11942275
2,9;265;47,20857973
2,9;266;47,29756865
2,9;267;47,38639045
2,9;268;47,47504608
2,9;269;47,56353645
2,9;270;47,6518625
2,9;271;47,74002514
2,9;272;47,82802526
2,9;273;47,91586376
2,9;274;48,00354154
2,9;275;48,09105946
2,9;276;48,1784184
2,9;277;48,26561923
2,9;278;48,3526628
2,9;279;48,43954996
2,9;280;48,52628154
2,9;281;48,61285838
2,9;282;48,69928131
2,9;283;48,78555114
2,9;284;48,87166868
2,9;285;48,95763475
2,9;286;49,04345012
2,9;287;49,1291156
2,9;288;49,21463197
2,9;289;49,3
2,9;290;49,38522046
2,9;291;49,47029412
2,9;292;49,55522172
2,9;293;49,64000403
2,9;294;49,72464178
2,9;295;49,80913571
2,9;296;49,89348655
2,9;297;49,97769502
2,9;298;50,06176185
2,9;299;50,14568775
2,9;300;50,22947342
3;1;3
3;2;4,242640687
3;3;5,196152423
3;4;6
3;5;6,708203932
3;6;7,348469228
3;7;7,937253933
3;8;8,485281374
3;9;9
3;10;9,486832981
3;11;9,949874371
3;12;10,39230485
3;13;10,81665383
3;14;11,22497216
3;15;11,61895004
3;16;12
3;17;12,36931688
3;18;12,72792206
3;19;13,07669683
3;20;13,41640786
3;21;13,74772708
3;22;14,07124728
3;23;14,38749457
3;24;14,69693846
3;25;15
3;26;15,29705854
3;27;15,58845727
3;28;15,87450787
3;29;16,15549442
3;30;16,43167673
3;31;16,70329309
3;32;16,97056275
3;33;17,23368794
3;34;17,49285568
3;35;17,74823935
3;36;18
3;37;18,24828759
3;38;18,49324201
3;39;18,734994
3;40;18,97366596
3;41;19,20937271
3;42;19,4422221
3;43;19,67231557
3;44;19,89974874
3;45;20,1246118
3;46;20,34698995
3;47;20,5669638
3;48;20,78460969
3;49;21
3;50;21,21320344
3;51;21,42428529
3;52;21,63330765
3;53;21,84032967
3;54;22,04540769
3;55;22,24859546
3;56;22,44994432
3;57;22,64950331
3;58;22,84731932
3;59;23,04343724
3;60;23,23790008
3;61;23,43074903
3;62;23,62202362
3;63;23,8117618
3;64;24
3;65;24,18677324
3;66;24,37211521
3;67;24,55605832
3;68;24,73863375
3;69;24,91987159
3;70;25,0998008
3;71;25,27844932
3;72;25,45584412
3;73;25,63201124
3;74;25,8069758
3;75;25,98076211
3;76;26,15339366
3;77;26,32489316
3;78;26,4952826
3;79;26,66458325
3;80;26,83281573
3;81;27
3;82;27,16615541
3;83;27,33130074
3;84;27,49545417
3;85;27,65863337
3;86;27,82085549
3;87;27,98213716
3;88;28,14249456
3;89;28,3019434
3;90;28,46049894
3;91;28,61817604
3;92;28,77498914
3;93;28,93095228
3;94;29,08607914
3;95;29,24038303
3;96;29,39387691
3;97;29,54657341
3;98;29,69848481
3;99;29,84962311
3;100;30
3;101;30,14962686
3;102;30,29851482
3;103;30,4466747
3;104;30,59411708
3;105;30,7408523
3;106;30,88689042
3;107;31,0322413
3;108;31,17691454
3;109;31,32091953
3;110;31,46426545
3;111;31,60696126
3;112;31,74901573
3;113;31,89043744
3;114;32,03123476
3;115;32,17141588
3;116;32,31098884
3;117;32,44996148
3;118;32,58834147
3;119;32,72613634
3;120;32,86335345
3;121;33
3;122;33,13608305
3;123;33,27160952
3;124;33,40658618
3;125;33,54101966
3;126;33,67491648
3;127;33,80828301
3;128;33,9411255
3;129;34,07345007
3;130;34,20526275
3;131;34,33656943
3;132;34,46737588
3;133;34,59768778
3;134;34,72751071
3;135;34,85685012
3;136;34,98571137
3;137;35,11409973
3;138;35,24202037
3;139;35,36947837
3;140;35,4964787
3;141;35,62302626
3;142;35,74912586
3;143;35,87478223
3;144;36
3;145;36,12478374
3;146;36,24913792
3;147;36,37306696
3;148;36,49657518
3;149;36,61966685
3;150;36,74234614
3;151;36,86461718
3;152;36,98648402
3;153;37,10795063
3;154;37,22902094
3;155;37,34969879
3;156;37,46998799
3;157;37,58989226
3;158;37,70941527
3;159;37,82856064
3;160;37,94733192
3;161;38,06573262
3;162;38,18376618
3;163;38,301436
3;164;38,41874542
3;165;38,53569774
3;166;38,65229618
3;167;38,76854395
3;168;38,88444419
3;169;39
3;170;39,11521443
3;171;39,23009049
3;172;39,34463115
3;173;39,45883931
3;174;39,57271787
3;175;39,68626967
3;176;39,79949748
3;177;39,91240409
3;178;40,02499219
3;179;40,13726448
3;180;40,24922359
3;181;40,36087214
3;182;40,47221269
3;183;40,58324778
3;184;40,6939799
3;185;40,80441153
3;186;40,91454509
3;187;41,02438299
3;188;41,1339276
3;189;41,24318125
3;190;41,35214626
3;191;41,46082488
3;192;41,56921938
3;193;41,67733197
3;194;41,78516483
3;195;41,89272013
3;196;42
3;197;42,10700654
3;198;42,21374184
3;199;42,32020794
3;200;42,42640687
3;201;42,53234064
3;202;42,63801121
3;203;42,74342055
3;204;42,84857057
3;205;42,95346319
3;206;43,05810028
3;207;43,16248371
3;208;43,26661531
3;209;43,37049688
3;210;43,47413024
3;211;43,57751714
3;212;43,68065934
3;213;43,78355856
3;214;43,88621651
3;215;43,9886349
3;216;44,09081537
3;217;44,19275959
3;218;44,29446918
3;219;44,39594576
3;220;44,49719092
3;221;44,59820624
3;222;44,69899328
3;223;44,79955357
3;224;44,89988864
3;225;45
3;226;45,09988914
3;227;45,19955752
3;228;45,29900661
3;229;45,39823785
3;230;45,49725266
3;231;45,59605246
3;232;45,69463864
3;233;45,79301257
3;234;45,89117562
3;235;45,98912915
3;236;46,08687449
3;237;46,18441296
3;238;46,28174586
3;239;46,3788745
3;240;46,47580015
3;241;46,57252409
3;242;46,66904756
3;243;46,7653718
3;244;46,86149806
3;245;46,95742753
3;246;47,05316142
3;247;47,14870094
3;248;47,24404724
3;249;47,33920151
3;250;47,4341649
3;251;47,52893855
3;252;47,6235236
3;253;47,71792116
3;254;47,81213235
3;255;47,90615827
3;256;48
3;257;48,09365863
3;258;48,18713521
3;259;48,28043082
3;260;48,37354649
3;261;48,46648326
3;262;48,55924217
3;263;48,65182422
3;264;48,74423043
3;265;48,83646179
3;266;48,92851929
3;267;49,02040392
3;268;49,11211663
3;269;49,2036584
3;270;49,29503018
3;271;49,3862329
3;272;49,47726751
3;273;49,56813493
3;274;49,65883607
3;275;49,74937186
3;276;49,83974318
3;277;49,92995093
3;278;50,019996
3;279;50,10987927
3;280;50,19960159
3;281;50,28916384
3;282;50,37856687
3;283;50,46781152
3;284;50,55689864
3;285;50,64582905
3;286;50,73460358
3;287;50,82322304
3;288;50,91168825
3;289;51
3;290;51,0881591
3;291;51,17616633
3;292;51,26402247
3;293;51,35172831
3;294;51,4392846
3;295;51,52669211
3;296;51,6139516
3;297;51,70106382
3;298;51,7880295
3;299;51,8748494
3;300;51,96152423
3,1;1;3,1
3,1;2;4,384062043
3,1;3;5,369357503
3,1;4;6,2
3,1;5;6,93181073
3,1;6;7,593418203
3,1;7;8,201829064
3,1;8;8,768124087
3,1;9;9,3
3,1;10;9,803060747
3,1;11;10,28153685
3,1;12;10,73871501
3,1;13;11,17720895
3,1;14;11,5991379
3,1;15;12,00624837
3,1;16;12,4
3,1;17;12,78162744
3,1;18;13,15218613
3,1;19;13,51258672
3,1;20;13,86362146
3,1;21;14,20598465
3,1;22;14,54028886
3,1;23;14,86707772
3,1;24;15,18683641
3,1;25;15,5
3,1;26;15,80696049
3,1;27;16,10807251
3,1;28;16,40365813
3,1;29;16,6940109
3,1;30;16,97939928
3,1;31;17,26006952
3,1;32;17,53624817
3,1;33;17,8081442
3,1;34;18,07595087
3,1;35;18,33984733
3,1;36;18,6
3,1;37;18,85656384
3,1;38;19,10968341
3,1;39;19,3594938
3,1;40;19,60612149
3,1;41;19,84968514
3,1;42;20,09029617
3,1;43;20,32805943
3,1;44;20,5630737
3,1;45;20,79543219
3,1;46;21,02522295
3,1;47;21,25252926
3,1;48;21,47743001
3,1;49;21,7
3,1;50;21,92031022
3,1;51;22,13842813
3,1;52;22,35441791
3,1;53;22,56834066
3,1;54;22,78025461
3,1;55;22,99021531
3,1;56;23,1982758
3,1;57;23,40448675
3,1;58;23,60889663
3,1;59;23,81155182
3,1;60;24,01249675
3,1;61;24,211774
3,1;62;24,40942441
3,1;63;24,60548719
3,1;64;24,8
3,1;65;24,99299902
3,1;66;25,18451905
3,1;67;25,37459359
3,1;68;25,56325488
3,1;69;25,75053398
3,1;70;25,93646082
3,1;71;26,1210643
3,1;72;26,30437226
3,1;73;26,48641161
3,1;74;26,66720833
3,1;75;26,84678752
3,1;76;27,02517345
3,1;77;27,2023896
3,1;78;27,37845869
3,1;79;27,55340269
3,1;80;27,72724292
3,1;81;27,9
3,1;82;28,07169393
3,1;83;28,2423441
3,1;84;28,41196931
3,1;85;28,58058782
3,1;86;28,74821734
3,1;87;28,91487506
3,1;88;29,08057771
3,1;89;29,24534151
3,1;90;29,40918224
3,1;91;29,57211524
3,1;92;29,73415544
3,1;93;29,89531736
3,1;94;30,05561512
3,1;95;30,21506247
3,1;96;30,37367281
3,1;97;30,53145919
3,1;98;30,6884343
3,1;99;30,84461055
3,1;100;31
3,1;101;31,15461443
3,1;102;31,30846531
3,1;103;31,46156385
3,1;104;31,61392098
3,1;105;31,76554737
3,1;106;31,91645344
3,1;107;32,06664934
3,1;108;32,21614502
3,1;109;32,36495018
3,1;110;32,51307429
3,1;111;32,66052663
3,1;112;32,80731626
3,1;113;32,95345202
3,1;114;33,09894258
3,1;115;33,24379641
3,1;116;33,3880218
3,1;117;33,53162686
3,1;118;33,67461952
3,1;119;33,81700756
3,1;120;33,95879857
3,1;121;34,1
3,1;122;34,24061915
3,1;123;34,38066317
3,1;124;34,52013905
3,1;125;34,65905365
3,1;126;34,7974137
3,1;127;34,93522578
3,1;128;35,07249635
3,1;129;35,20923174
3,1;130;35,34543818
3,1;131;35,48112174
3,1;132;35,61628841
3,1;133;35,75094404
3,1;134;35,8850944
3,1;135;36,01874512
3,1;136;36,15190175
3,1;137;36,28456972
3,1;138;36,41675439
3,1;139;36,54846098
3,1;140;36,67969466
3,1;141;36,81046047
3,1;142;36,94076339
3,1;143;37,0706083
3,1;144;37,2
3,1;145;37,32894319
3,1;146;37,45744252
3,1;147;37,58550252
3,1;148;37,71312769
3,1;149;37,84032241
3,1;150;37,96709101
3,1;151;38,09343776
3,1;152;38,21936682
3,1;153;38,34488232
3,1;154;38,4699883
3,1;155;38,59468875
3,1;156;38,71898759
3,1;157;38,84288867
3,1;158;38,96639578
3,1;159;39,08951266
3,1;160;39,21224299
3,1;161;39,33459038
3,1;162;39,45655839
3,1;163;39,57815054
3,1;164;39,69937027
3,1;165;39,82022099
3,1;166;39,94070605
3,1;167;40,06082875
3,1;168;40,18059233
3,1;169;40,3
3,1;170;40,41905491
3,1;171;40,53776017
3,1;172;40,65611885
3,1;173;40,77413396
3,1;174;40,89180847
3,1;175;41,00914532
3,1;176;41,1261474
3,1;177;41,24281756
3,1;178;41,3591586
3,1;179;41,4751733
3,1;180;41,59086438
3,1;181;41,70623455
3,1;182;41,82128645
3,1;183;41,9360227
3,1;184;42,0504459
3,1;185;42,16455858
3,1;186;42,27836326
3,1;187;42,39186243
3,1;188;42,50505852
3,1;189;42,61795396
3,1;190;42,73055113
3,1;191;42,84285238
3,1;192;42,95486003
3,1;193;43,06657637
3,1;194;43,17800366
3,1;195;43,28914414
3,1;196;43,4
3,1;197;43,51057343
3,1;198;43,62086657
3,1;199;43,73088154
3,1;200;43,84062043
3,1;201;43,95008532
3,1;202;44,05927825
3,1;203;44,16820123
3,1;204;44,27685626
3,1;205;44,3852453
3,1;206;44,49337029
3,1;207;44,60123317
3,1;208;44,70883582
3,1;209;44,81618011
3,1;210;44,92326791
3,1;211;45,03010104
3,1;212;45,13668131
3,1;213;45,24301051
3,1;214;45,3490904
3,1;215;45,45492273
3,1;216;45,56050922
3,1;217;45,66585157
3,1;218;45,77095149
3,1;219;45,87581062
3,1;220;45,98043062
3,1;221;46,08481312
3,1;222;46,18895972
3,1;223;46,29287202
3,1;224;46,3965516
3,1;225;46,5
3,1;226;46,60321877
3,1;227;46,70620944
3,1;228;46,8089735
3,1;229;46,91151245
3,1;230;47,01382775
3,1;231;47,11592088
3,1;232;47,21779326
3,1;233;47,31944632
3,1;234;47,42088148
3,1;235;47,52210012
3,1;236;47,62310364
3,1;237;47,72389339
3,1;238;47,82447072
3,1;239;47,92483698
3,1;240;48,02499349
3,1;241;48,12494156
3,1;242;48,22468248
3,1;243;48,32421753
3,1;244;48,42354799
3,1;245;48,52267511
3,1;246;48,62160014
3,1;247;48,7203243
3,1;248;48,81884882
3,1;249;48,9171749
3,1;250;49,01530373
3,1;251;49,11323651
3,1;252;49,21097439
3,1;253;49,30851853
3,1;254;49,4058701
3,1;255;49,50303021
3,1;256;49,6
3,1;257;49,69678058
3,1;258;49,79337305
3,1;259;49,88977851
3,1;260;49,98599804
3,1;261;50,08203271
3,1;262;50,17788357
3,1;263;50,27355169
3,1;264;50,36903811
3,1;265;50,46434385
3,1;266;50,55946993
3,1;267;50,65441738
3,1;268;50,74918719
3,1;269;50,84378035
3,1;270;50,93819785
3,1;271;51,03244066
3,1;272;51,12650976
3,1;273;51,22040609
3,1;274;51,31413061
3,1;275;51,40768425
3,1;276;51,50106795
3,1;277;51,59428263
3,1;278;51,6873292
3,1;279;51,78020857
3,1;280;51,87292165
3,1;281;51,9654693
3,1;282;52,05785243
3,1;283;52,15007191
3,1;284;52,24212859
3,1;285;52,33402335
3,1;286;52,42575703
3,1;287;52,51733047
3,1;288;52,60874452
3,1;289;52,7
3,1;290;52,79109773
3,1;291;52,88203854
3,1;292;52,97282322
3,1;293;53,06345258
3,1;294;53,15392742
3,1;295;53,24424852
3,1;296;53,33441666
3,1;297;53,42443261
3,1;298;53,51429716
3,1;299;53,60401104
3,1;300;53,69357503
3,2;1;3,2
3,2;2;4,5254834
3,2;3;5,542562584
3,2;4;6,4
3,2;5;7,155417528
3,2;6;7,838367177
3,2;7;8,466404195
3,2;8;9,050966799
3,2;9;9,6
3,2;10;10,11928851
3,2;11;10,61319933
3,2;12;11,08512517
3,2;13;11,53776408
3,2;14;11,97330364
3,2;15;12,39354671
3,2;16;12,8
3,2;17;13,193938
3,2;18;13,5764502
3,2;19;13,94847662
3,2;20;14,31083506
3,2;21;14,66424222
3,2;22;15,00933043
3,2;23;15,34666087
3,2;24;15,67673435
3,2;25;16
3,2;26;16,31686244
3,2;27;16,62768775
3,2;28;16,93280839
