Kco2  (mm/ano^0,5);Tempo (anos);Xc (mm)
2,4;21;10,99818167
2,4;22;11,25699782
2,4;23;11,50999566
2,4;24;11,75755077
2,4;25;12
2,4;26;12,23764683
2,4;27;12,47076581
2,4;28;12,69960629
2,4;29;12,92439554
2,4;30;13,14534138
2,4;31;13,36263447
2,4;32;13,5764502
2,4;33;13,78695035
2,4;34;13,99428455
2,4;35;14,19859148
2,4;36;14,4
2,4;37;14,59863007
2,4;38;14,79459361
2,4;39;14,9879952
2,4;40;15,17893277
2,4;41;15,36749817
2,4;42;15,55377768
2,4;43;15,73785246
2,4;44;15,91979899
2,4;45;16,09968944
2,4;46;16,27759196
2,4;47;16,45357104
2,4;48;16,62768775
2,4;49;16,8
2,4;50;16,97056275
2,4;51;17,13942823
2,4;52;17,30664612
2,4;53;17,47226373
2,4;54;17,63632615
2,4;55;17,79887637
2,4;56;17,95995546
2,4;57;18,11960264
2,4;58;18,27785545
2,4;59;18,43474979
2,4;60;18,59032006
2,4;61;18,74459922
2,4;62;18,8976189
2,4;63;19,04940944
2,4;64;19,2
2,4;65;19,3494186
2,4;66;19,49769217
2,4;67;19,64484665
2,4;68;19,790907
2,4;69;19,93589727
2,4;70;20,07984064
2,4;71;20,22275946
2,4;72;20,3646753
2,4;73;20,50560899
2,4;74;20,64558064
2,4;75;20,78460969
2,4;76;20,92271493
2,4;77;21,05991453
2,4;78;21,19622608
2,4;79;21,3316666
2,4;80;21,46625258
2,4;81;21,6
2,4;82;21,73292433
2,4;83;21,86504059
2,4;84;21,99636334
2,4;85;22,1269067
2,4;86;22,25668439
2,4;87;22,38570973
2,4;88;22,51399565
2,4;89;22,64155472
2,4;90;22,76839915
2,4;91;22,89454083
2,4;92;23,01999131
2,4;93;23,14476183
2,4;94;23,26886332
2,4;95;23,39230643
2,4;96;23,51510153
2,4;97;23,63725872
2,4;98;23,75878785
2,4;99;23,87969849
2,4;100;24
2,4;101;24,11970149
2,4;102;24,23881185
2,4;103;24,35733976
2,4;104;24,47529367
2,4;105;24,59268184
2,4;106;24,70951234
2,4;107;24,82579304
2,4;108;24,94153163
2,4;109;25,05673562
2,4;110;25,17141236
2,4;111;25,28556901
2,4;112;25,39921259
2,4;113;25,51234995
2,4;114;25,6249878
2,4;115;25,73713271
2,4;116;25,84879107
2,4;117;25,95996918
2,4;118;26,07067318
2,4;119;26,18090908
2,4;120;26,29068276
2,4;121;26,4
2,4;122;26,50886644
2,4;123;26,61728762
2,4;124;26,72526894
2,4;125;26,83281573
2,4;126;26,93993318
2,4;127;27,04662641
2,4;128;27,1529004
2,4;129;27,25876006
2,4;130;27,3642102
2,4;131;27,46925554
2,4;132;27,5739007
2,4;133;27,67815023
2,4;134;27,78200857
2,4;135;27,88548009
2,4;136;27,9885691
2,4;137;28,09127979
2,4;138;28,1936163
2,4;139;28,29558269
2,4;140;28,39718296
2,4;141;28,49842101
2,4;142;28,59930069
2,4;143;28,69982578
2,4;144;28,8
2,4;145;28,89982699
2,4;146;28,99931034
2,4;147;29,09845357
2,4;148;29,19726015
2,4;149;29,29573348
2,4;150;29,39387691
2,4;151;29,49169375
2,4;152;29,58918721
2,4;153;29,6863605
2,4;154;29,78321675
2,4;155;29,87975904
2,4;156;29,97599039
2,4;157;30,07191381
2,4;158;30,16753222
2,4;159;30,26284851
2,4;160;30,35786554
2,4;161;30,4525861
2,4;162;30,54701295
2,4;163;30,6411488
2,4;164;30,73499634
2,4;165;30,82855819
2,4;166;30,92183694
2,4;167;31,01483516
2,4;168;31,10755535
2,4;169;31,2
2,4;170;31,29217154
2,4;171;31,38407239
2,4;172;31,47570492
2,4;173;31,56707145
2,4;174;31,6581743
2,4;175;31,74901573
2,4;176;31,83959799
2,4;177;31,92992327
2,4;178;32,01999375
2,4;179;32,10981158
2,4;180;32,19937888
2,4;181;32,28869771
2,4;182;32,37777015
2,4;183;32,46659822
2,4;184;32,55518392
2,4;185;32,64352922
2,4;186;32,73163607
2,4;187;32,81950639
2,4;188;32,90714208
2,4;189;32,994545
2,4;190;33,08171701
2,4;191;33,16865991
2,4;192;33,25537551
2,4;193;33,34186557
2,4;194;33,42813187
2,4;195;33,51417611
2,4;196;33,6
2,4;197;33,68560523
2,4;198;33,77099347
2,4;199;33,85616635
2,4;200;33,9411255
2,4;201;34,02587251
2,4;202;34,11040897
2,4;203;34,19473644
2,4;204;34,27885646
2,4;205;34,36277055
2,4;206;34,44648023
2,4;207;34,52998697
2,4;208;34,61329224
2,4;209;34,69639751
2,4;210;34,77930419
2,4;211;34,86201371
2,4;212;34,94452747
2,4;213;35,02684685
2,4;214;35,10897321
2,4;215;35,19090792
2,4;216;35,2726523
2,4;217;35,35420767
2,4;218;35,43557534
2,4;219;35,51675661
2,4;220;35,59775274
2,4;221;35,67856499
2,4;222;35,75919462
2,4;223;35,83964286
2,4;224;35,91991091
2,4;225;36
2,4;226;36,07991131
2,4;227;36,15964602
2,4;228;36,23920529
2,4;229;36,31859028
2,4;230;36,39780213
2,4;231;36,47684197
2,4;232;36,55571091
2,4;233;36,63441005
2,4;234;36,7129405
2,4;235;36,79130332
2,4;236;36,86949959
2,4;237;36,94753036
2,4;238;37,02539669
2,4;239;37,1030996
2,4;240;37,18064012
2,4;241;37,25801927
2,4;242;37,33523805
2,4;243;37,41229744
2,4;244;37,48919844
2,4;245;37,56594202
2,4;246;37,64252914
2,4;247;37,71896075
2,4;248;37,7952378
2,4;249;37,87136121
2,4;250;37,94733192
2,4;251;38,02315084
2,4;252;38,09881888
2,4;253;38,17433693
2,4;254;38,24970588
2,4;255;38,32492661
2,4;256;38,4
2,4;257;38,4749269
2,4;258;38,54970817
2,4;259;38,62434465
2,4;260;38,69883719
2,4;261;38,77318661
2,4;262;38,84739373
2,4;263;38,92145938
2,4;264;38,99538434
2,4;265;39,06916943
2,4;266;39,14281543
2,4;267;39,21632313
2,4;268;39,2896933
2,4;269;39,36292672
2,4;270;39,43602414
2,4;271;39,50898632
2,4;272;39,58181401
2,4;273;39,65450794
2,4;274;39,72706886
2,4;275;39,79949748
2,4;276;39,87179454
2,4;277;39,94396075
2,4;278;40,0159968
2,4;279;40,08790341
2,4;280;40,15968127
2,4;281;40,23133107
2,4;282;40,3028535
2,4;283;40,37424922
2,4;284;40,44551891
2,4;285;40,51666324
2,4;286;40,58768286
2,4;287;40,65857843
2,4;288;40,7293506
2,4;289;40,8
2,4;290;40,87052728
2,4;291;40,94093306
2,4;292;41,01121798
2,4;293;41,08138264
2,4;294;41,15142768
2,4;295;41,22135369
2,4;296;41,29116128
2,4;297;41,36085106
2,4;298;41,4304236
2,4;299;41,49987952
2,4;300;41,56921938
2,5;1;2,5
2,5;2;3,535533906
2,5;3;4,330127019
2,5;4;5
2,5;5;5,590169944
2,5;6;6,123724357
2,5;7;6,614378278
2,5;8;7,071067812
2,5;9;7,5
2,5;10;7,90569415
2,5;11;8,291561976
2,5;12;8,660254038
2,5;13;9,013878189
2,5;14;9,354143467
2,5;15;9,682458366
2,5;16;10
2,5;17;10,30776406
2,5;18;10,60660172
2,5;19;10,89724736
2,5;20;11,18033989
2,5;21;11,45643924
2,5;22;11,7260394
2,5;23;11,98957881
2,5;24;12,24744871
2,5;25;12,5
2,5;26;12,74754878
2,5;27;12,99038106
2,5;28;13,22875656
2,5;29;13,46291202
2,5;30;13,69306394
2,5;31;13,91941091
2,5;32;14,14213562
2,5;33;14,36140662
2,5;34;14,57737974
2,5;35;14,79019946
2,5;36;15
2,5;37;15,20690633
2,5;38;15,41103501
2,5;39;15,612495
2,5;40;15,8113883
2,5;41;16,00781059
2,5;42;16,20185175
2,5;43;16,39359631
2,5;44;16,58312395
2,5;45;16,77050983
2,5;46;16,95582496
2,5;47;17,1391365
2,5;48;17,32050808
2,5;49;17,5
2,5;50;17,67766953
2,5;51;17,85357107
2,5;52;18,02775638
2,5;53;18,20027472
2,5;54;18,37117307
2,5;55;18,54049622
2,5;56;18,70828693
2,5;57;18,87458609
2,5;58;19,03943276
2,5;59;19,20286437
2,5;60;19,36491673
2,5;61;19,52562419
2,5;62;19,68501969
2,5;63;19,84313483
2,5;64;20
2,5;65;20,15564437
2,5;66;20,31009601
2,5;67;20,46338193
2,5;68;20,61552813
2,5;69;20,76655966
2,5;70;20,91650066
2,5;71;21,06537443
2,5;72;21,21320344
2,5;73;21,36000936
2,5;74;21,50581317
2,5;75;21,65063509
2,5;76;21,79449472
2,5;77;21,93741097
2,5;78;22,07940217
2,5;79;22,22048604
2,5;80;22,36067977
2,5;81;22,5
2,5;82;22,63846285
2,5;83;22,77608395
2,5;84;22,91287847
2,5;85;23,04886114
2,5;86;23,18404624
2,5;87;23,31844763
2,5;88;23,4520788
2,5;89;23,58495283
2,5;90;23,71708245
2,5;91;23,84848004
2,5;92;23,97915762
2,5;93;24,1091269
2,5;94;24,23839929
2,5;95;24,36698586
2,5;96;24,49489743
2,5;97;24,6221445
2,5;98;24,74873734
2,5;99;24,87468593
2,5;100;25
2,5;101;25,12468905
2,5;102;25,24876235
2,5;103;25,37222891
2,5;104;25,49509757
2,5;105;25,61737691
2,5;106;25,73907535
2,5;107;25,86020108
2,5;108;25,98076211
2,5;109;26,10076627
2,5;110;26,2202212
2,5;111;26,33913438
2,5;112;26,45751311
2,5;113;26,57536453
2,5;114;26,69269563
2,5;115;26,80951324
2,5;116;26,92582404
2,5;117;27,04163457
2,5;118;27,15695123
2,5;119;27,27178029
2,5;120;27,38612788
2,5;121;27,5
2,5;122;27,61340254
2,5;123;27,72634127
2,5;124;27,83882181
2,5;125;27,95084972
2,5;126;28,0624304
2,5;127;28,17356917
2,5;128;28,28427125
2,5;129;28,39454173
2,5;130;28,50438563
2,5;131;28,61380786
2,5;132;28,72281323
2,5;133;28,83140649
2,5;134;28,93959226
2,5;135;29,0473751
2,5;136;29,15475947
2,5;137;29,26174978
2,5;138;29,36835031
2,5;139;29,47456531
2,5;140;29,58039892
2,5;141;29,68585522
2,5;142;29,79093822
2,5;143;29,89565186
2,5;144;30
2,5;145;30,10398645
2,5;146;30,20761493
2,5;147;30,31088913
2,5;148;30,41381265
2,5;149;30,51638904
2,5;150;30,61862178
2,5;151;30,72051432
2,5;152;30,82207001
2,5;153;30,92329219
2,5;154;31,02418411
2,5;155;31,12474899
2,5;156;31,22498999
2,5;157;31,32491022
2,5;158;31,42451272
2,5;159;31,52380053
2,5;160;31,6227766
2,5;161;31,72144385
2,5;162;31,81980515
2,5;163;31,91786334
2,5;164;32,01562119
2,5;165;32,11308145
2,5;166;32,21024682
2,5;167;32,30711996
2,5;168;32,40370349
2,5;169;32,5
2,5;170;32,59601203
2,5;171;32,69174208
2,5;172;32,78719262
2,5;173;32,88236609
2,5;174;32,9772649
2,5;175;33,07189139
2,5;176;33,1662479
2,5;177;33,26033674
2,5;178;33,35416016
2,5;179;33,4477204
2,5;180;33,54101966
2,5;181;33,63406012
2,5;182;33,72684391
2,5;183;33,81937315
2,5;184;33,91164992
2,5;185;34,00367627
2,5;186;34,09545424
2,5;187;34,18698583
2,5;188;34,278273
2,5;189;34,36931771
2,5;190;34,46012188
2,5;191;34,5506874
2,5;192;34,64101615
2,5;193;34,73110997
2,5;194;34,82097069
2,5;195;34,91060011
2,5;196;35
2,5;197;35,08917212
2,5;198;35,1781182
2,5;199;35,26683995
2,5;200;35,35533906
2,5;201;35,4436172
2,5;202;35,53167601
2,5;203;35,61951712
2,5;204;35,70714214
2,5;205;35,79455266
2,5;206;35,88175024
2,5;207;35,96873642
2,5;208;36,05551275
2,5;209;36,14208074
2,5;210;36,22844187
2,5;211;36,31459762
2,5;212;36,40054945
2,5;213;36,4862988
2,5;214;36,5718471
2,5;215;36,65719575
2,5;216;36,74234614
2,5;217;36,82729966
2,5;218;36,91205765
2,5;219;36,99662147
2,5;220;37,08099244
2,5;221;37,16517187
2,5;222;37,24916106
2,5;223;37,33296131
2,5;224;37,41657387
2,5;225;37,5
2,5;226;37,58324095
2,5;227;37,66629793
2,5;228;37,74917218
2,5;229;37,83186488
2,5;230;37,91437722
2,5;231;37,99671038
2,5;232;38,07886553
2,5;233;38,16084381
2,5;234;38,24264635
2,5;235;38,32427429
2,5;236;38,40572874
2,5;237;38,4870108
2,5;238;38,56812155
2,5;239;38,64906208
2,5;240;38,72983346
2,5;241;38,81043674
2,5;242;38,89087297
2,5;243;38,97114317
2,5;244;39,05124838
2,5;245;39,13118961
2,5;246;39,21096785
2,5;247;39,29058411
2,5;248;39,37003937
2,5;249;39,4493346
2,5;250;39,52847075
2,5;251;39,60744879
2,5;252;39,68626967
2,5;253;39,7649343
2,5;254;39,84344363
2,5;255;39,92179856
2,5;256;40
2,5;257;40,07804885
2,5;258;40,15594601
2,5;259;40,23369235
2,5;260;40,31128874
2,5;261;40,38873605
2,5;262;40,46603514
2,5;263;40,54318685
2,5;264;40,62019202
2,5;265;40,69705149
2,5;266;40,77376608
2,5;267;40,8503366
2,5;268;40,92676386
2,5;269;41,00304867
2,5;270;41,07919181
2,5;271;41,15519408
2,5;272;41,23105626
2,5;273;41,3067791
2,5;274;41,38236339
2,5;275;41,45780988
2,5;276;41,53311931
2,5;277;41,60829244
2,5;278;41,68333
2,5;279;41,75823272
2,5;280;41,83300133
2,5;281;41,90763654
2,5;282;41,98213906
2,5;283;42,0565096
2,5;284;42,13074887
2,5;285;42,20485754
2,5;286;42,27883631
2,5;287;42,35268587
2,5;288;42,42640687
2,5;289;42,5
2,5;290;42,57346591
2,5;291;42,64680527
2,5;292;42,72001873
2,5;293;42,79310692
2,5;294;42,8660705
2,5;295;42,93891009
2,5;296;43,01162634
2,5;297;43,08421985
2,5;298;43,15669125
2,5;299;43,22904116
2,5;300;43,30127019
2,6;1;2,6
2,6;2;3,676955262
2,6;3;4,5033321
2,6;4;5,2
2,6;5;5,813776741
2,6;6;6,368673331
2,6;7;6,878953409
2,6;8;7,353910524
2,6;9;7,8
2,6;10;8,221921916
2,6;11;8,623224455
2,6;12;9,006664199
2,6;13;9,374433316
2,6;14;9,728309206
2,6;15;10,0697567
2,6;16;10,4
2,6;17;10,72007463
2,6;18;11,03086579
2,6;19;11,33313725
2,6;20;11,62755348
2,6;21;11,91469681
2,6;22;12,19508098
2,6;23;12,46916196
2,6;24;12,73734666
2,6;25;13
2,6;26;13,25745074
2,6;27;13,5099963
2,6;28;13,75790682
2,6;29;14,0014285
2,6;30;14,2407865
2,6;31;14,47618734
2,6;32;14,70782105
2,6;33;14,93586288
2,6;34;15,16047493
2,6;35;15,38180744
2,6;36;15,6
2,6;37;15,81518258
2,6;38;16,02747641
2,6;39;16,2369948
2,6;40;16,44384383
2,6;41;16,64812302
2,6;42;16,84992582
2,6;43;17,04934016
2,6;44;17,24644891
2,6;45;17,44133022
2,6;46;17,63405796
2,6;47;17,82470196
2,6;48;18,0133284
2,6;49;18,2
2,6;50;18,38477631
2,6;51;18,56771391
2,6;52;18,74886663
2,6;53;18,92828571
2,6;54;19,10601999
2,6;55;19,28211607
2,6;56;19,45661841
2,6;57;19,62956953
2,6;58;19,80101008
2,6;59;19,97097894
2,6;60;20,1395134
2,6;61;20,30664916
2,6;62;20,47242047
2,6;63;20,63686023
2,6;64;20,8
2,6;65;20,96187015
2,6;66;21,12249985
2,6;67;21,28191721
2,6;68;21,44014925
2,6;69;21,59722204
2,6;70;21,75316069
2,6;71;21,90798941
2,6;72;22,06173157
2,6;73;22,21440974
2,6;74;22,36604569
2,6;75;22,5166605
2,6;76;22,66627451
2,6;77;22,81490741
2,6;78;22,96257825
2,6;79;23,10930549
2,6;80;23,25510697
2,6;81;23,4
2,6;82;23,54400136
2,6;83;23,68712731
2,6;84;23,82939361
2,6;85;23,97081559
2,6;86;24,11140809
2,6;87;24,25118554
2,6;88;24,39016195
2,6;89;24,52835094
2,6;90;24,66576575
2,6;91;24,80241924
2,6;92;24,93832392
2,6;93;25,07349198
2,6;94;25,20793526
2,6;95;25,3416653
2,6;96;25,47469332
2,6;97;25,60703028
2,6;98;25,73868684
2,6;99;25,86967336
2,6;100;26
2,6;101;26,12967661
2,6;102;26,25871284
2,6;103;26,38711807
2,6;104;26,51490147
2,6;105;26,64207199
2,6;106;26,76863837
2,6;107;26,89460913
2,6;108;27,0199926
2,6;109;27,14479692
2,6;110;27,26903005
2,6;111;27,39269976
2,6;112;27,51581364
2,6;113;27,63837911
2,6;114;27,76040346
2,6;115;27,88189377
2,6;116;28,002857
2,6;117;28,12329995
2,6;118;28,24322928
2,6;119;28,3626515
2,6;120;28,48157299
2,6;121;28,6
2,6;122;28,71793864
2,6;123;28,83539492
2,6;124;28,95237469
2,6;125;29,06888371
2,6;126;29,18492762
2,6;127;29,30051194
2,6;128;29,4156421
2,6;129;29,5303234
2,6;130;29,64456105
2,6;131;29,75836017
2,6;132;29,87172576
2,6;133;29,98466275
2,6;134;30,09717595
2,6;135;30,2092701
2,6;136;30,32094985
2,6;137;30,43221977
2,6;138;30,54308432
2,6;139;30,65354792
2,6;140;30,76361487
2,6;141;30,87328943
2,6;142;30,98257575
2,6;143;31,09147793
2,6;144;31,2
2,6;145;31,3081459
2,6;146;31,41591953
2,6;147;31,5233247
2,6;148;31,63036516
2,6;149;31,7370446
2,6;150;31,84336666
2,6;151;31,94933489
2,6;152;32,05495282
2,6;153;32,16022388
2,6;154;32,26515148
2,6;155;32,36973895
2,6;156;32,47398959
2,6;157;32,57790662
2,6;158;32,68149323
2,6;159;32,78475255
2,6;160;32,88768767
2,6;161;32,99030161
2,6;162;33,09259736
2,6;163;33,19457787
2,6;164;33,29624603
2,6;165;33,3976047
2,6;166;33,49865669
2,6;167;33,59940476
2,6;168;33,69985163
2,6;169;33,8
2,6;170;33,89985251
2,6;171;33,99941176
2,6;172;34,09868033
2,6;173;34,19766074
2,6;174;34,29635549
2,6;175;34,39476704
2,6;176;34,49289782
2,6;177;34,59075021
2,6;178;34,68832657
2,6;179;34,78562922
2,6;180;34,88266045
2,6;181;34,97942252
2,6;182;35,07591766
2,6;183;35,17214807
2,6;184;35,26811591
2,6;185;35,36382332
2,6;186;35,45927241
2,6;187;35,55446526
2,6;188;35,64940392
2,6;189;35,74409042
2,6;190;35,83852676
2,6;191;35,9327149
2,6;192;36,0266568
2,6;193;36,12035437
2,6;194;36,21380952
2,6;195;36,30702411
2,6;196;36,4
2,6;197;36,492739
2,6;198;36,58524293
2,6;199;36,67751355
2,6;200;36,76955262
2,6;201;36,86136188
2,6;202;36,95294305
2,6;203;37,04429781
2,6;204;37,13542783
2,6;205;37,22633476
2,6;206;37,31702025
2,6;207;37,40748588
2,6;208;37,49773326
2,6;209;37,58776397
2,6;210;37,67757954
2,6;211;37,76718152
2,6;212;37,85657142
2,6;213;37,94575075
2,6;214;38,03472098
2,6;215;38,12348358
2,6;216;38,21203999
2,6;217;38,30039164
2,6;218;38,38853996
2,6;219;38,47648633
2,6;220;38,56423213
2,6;221;38,65177874
2,6;222;38,73912751
2,6;223;38,82627976
2,6;224;38,91323682
2,6;225;39
2,6;226;39,08657058
2,6;227;39,17294985
2,6;228;39,25913906
2,6;229;39,34513947
2,6;230;39,43095231
2,6;231;39,5165788
2,6;232;39,60202015
2,6;233;39,68727756
2,6;234;39,77235221
2,6;235;39,85724526
2,6;236;39,94195789
2,6;237;40,02649123
2,6;238;40,11084641
2,6;239;40,19502457
2,6;240;40,2790268
2,6;241;40,36285421
2,6;242;40,44650788
2,6;243;40,5299889
2,6;244;40,61329831
2,6;245;40,69643719
2,6;246;40,77940657
2,6;247;40,86220748
2,6;248;40,94484094
2,6;249;41,02730798
2,6;250;41,10960958
2,6;251;41,19174675
2,6;252;41,27372045
2,6;253;41,35553167
2,6;254;41,43718137
2,6;255;41,5186705
2,6;256;41,6
2,6;257;41,68117081
2,6;258;41,76218385
2,6;259;41,84304004
2,6;260;41,92374029
2,6;261;42,0042855
2,6;262;42,08467655
2,6;263;42,16491432
2,6;264;42,2449997
2,6;265;42,32493355
2,6;266;42,40471672
2,6;267;42,48435006
2,6;268;42,56383441
2,6;269;42,64317061
2,6;270;42,72235949
2,6;271;42,80140185
2,6;272;42,88029851
2,6;273;42,95905027
2,6;274;43,03765793
2,6;275;43,11612227
2,6;276;43,19444409
2,6;277;43,27262414
2,6;278;43,3506632
2,6;279;43,42856203
2,6;280;43,50632138
2,6;281;43,583942
2,6;282;43,66142462
2,6;283;43,73876999
2,6;284;43,81597882
2,6;285;43,89305184
2,6;286;43,96998977
2,6;287;44,0467933
2,6;288;44,12346315
2,6;289;44,2
2,6;290;44,27640455
2,6;291;44,35267748
2,6;292;44,42881948
2,6;293;44,5048312
2,6;294;44,58071332
2,6;295;44,6564665
2,6;296;44,73209139
2,6;297;44,80758864
2,6;298;44,8829589
2,6;299;44,95820281
2,6;300;45,033321
2,7;1;2,7
2,7;2;3,818376618
2,7;3;4,67653718
2,7;4;5,4
2,7;5;6,037383539
2,7;6;6,613622306
2,7;7;7,14352854
2,7;8;7,636753237
2,7;9;8,1
2,7;10;8,538149682
2,7;11;8,954886934
2,7;12;9,353074361
2,7;13;9,734988444
2,7;14;10,10247494
2,7;15;10,45705503
2,7;16;10,8
2,7;17;11,13238519
2,7;18;11,45512986
2,7;19;11,76902715
2,7;20;12,07476708
2,7;21;12,37295438
2,7;22;12,66412255
2,7;23;12,94874511
2,7;24;13,22724461
2,7;25;13,5
2,7;26;13,76735269
2,7;27;14,02961154
2,7;28;14,28705708
2,7;29;14,53994498
2,7;30;14,78850905
2,7;31;15,03296378
2,7;32;15,27350647
2,7;33;15,51031915
2,7;34;15,74357012
2,7;35;15,97341541
2,7;36;16,2
2,7;37;16,42345883
2,7;38;16,64391781
2,7;39;16,8614946
2,7;40;17,07629936
2,7;41;17,28843544
2,7;42;17,49799989
2,7;43;17,70508402
2,7;44;17,90977387
2,7;45;18,11215062
2,7;46;18,31229095
2,7;47;18,51026742
2,7;48;18,70614872
2,7;49;18,9
2,7;50;19,09188309
2,7;51;19,28185676
2,7;52;19,46997689
2,7;53;19,6562967
2,7;54;19,84086692
2,7;55;20,02373592
2,7;56;20,20494989
2,7;57;20,38455298
2,7;58;20,56258739
2,7;59;20,73909352
2,7;60;20,91411007
2,7;61;21,08767412
2,7;62;21,25982126
2,7;63;21,43058562
2,7;64;21,6
2,7;65;21,76809592
2,7;66;21,93490369
2,7;67;22,10045248
2,7;68;22,26477038
2,7;69;22,42788443
2,7;70;22,58982072
2,7;71;22,75060439
2,7;72;22,91025971
2,7;73;23,06881011
2,7;74;23,22627822
2,7;75;23,3826859
2,7;76;23,5380543
2,7;77;23,69240385
2,7;78;23,84575434
2,7;79;23,99812493
2,7;80;24,14953416
2,7;81;24,3
2,7;82;24,44953987
2,7;83;24,59817066
2,7;84;24,74590875
2,7;85;24,89277003
2,7;86;25,03876994
2,7;87;25,18392344
2,7;88;25,3282451
2,7;89;25,47174906
2,7;90;25,61444905
2,7;91;25,75635844
2,7;92;25,89749023
2,7;93;26,03785705
2,7;94;26,17747123
2,7;95;26,31634473
2,7;96;26,45448922
2,7;97;26,59191606
2,7;98;26,72863633
2,7;99;26,8646608
2,7;100;27
2,7;101;27,13466418
2,7;102;27,26866333
2,7;103;27,40200723
2,7;104;27,53470537
2,7;105;27,66676707
2,7;106;27,79820138
2,7;107;27,92901717
2,7;108;28,05922308
2,7;109;28,18882757
2,7;110;28,3178389
2,7;111;28,44626513
2,7;112;28,57411416
2,7;113;28,70139369
2,7;114;28,82811128
2,7;115;28,9542743
2,7;116;29,07988996
2,7;117;29,20496533
2,7;118;29,32950733
2,7;119;29,45352271
2,7;120;29,57701811
2,7;121;29,7
2,7;122;29,82247475
2,7;123;29,94444857
2,7;124;30,06592756
2,7;125;30,1869177
2,7;126;30,30742483
2,7;127;30,42745471
2,7;128;30,54701295
2,7;129;30,66610507
2,7;130;30,78473648
2,7;131;30,90291248
2,7;132;31,02063829
2,7;133;31,13791901
2,7;134;31,25475964
2,7;135;31,3711651
2,7;136;31,48714023
2,7;137;31,60268976
2,7;138;31,71781834
2,7;139;31,83253053
2,7;140;31,94683083
2,7;141;32,06072364
2,7;142;32,17421328
2,7;143;32,28730401
2,7;144;32,4
2,7;145;32,51230536
2,7;146;32,62422413
2,7;147;32,73576026
2,7;148;32,84691766
2,7;149;32,95770016
2,7;150;33,06811153
2,7;151;33,17815546
2,7;152;33,28783562
2,7;153;33,39715557
2,7;154;33,50611884
2,7;155;33,61472891
2,7;156;33,72298919
2,7;157;33,83090303
2,7;158;33,93847374
2,7;159;34,04570457
2,7;160;34,15259873
2,7;161;34,25915936
2,7;162;34,36538957
2,7;163;34,4712924
2,7;164;34,57687088
2,7;165;34,68212796
2,7;166;34,78706656
2,7;167;34,89168955
2,7;168;34,99599977
2,7;169;35,1
2,7;170;35,20369299
2,7;171;35,30708144
2,7;172;35,41016803
2,7;173;35,51295538
2,7;174;35,61544609
2,7;175;35,7176427
2,7;176;35,81954774
2,7;177;35,92116368
2,7;178;36,02249297
2,7;179;36,12353803
2,7;180;36,22430124
2,7;181;36,32478493
2,7;182;36,42499142
2,7;183;36,524923
2,7;184;36,62458191
2,7;185;36,72397037
2,7;186;36,82309058
2,7;187;36,92194469
2,7;188;37,02053484
2,7;189;37,11886313
2,7;190;37,21693163
2,7;191;37,31474239
2,7;192;37,41229744
2,7;193;37,50959877
2,7;194;37,60664835
2,7;195;37,70344812
2,7;196;37,8
2,7;197;37,89630589
2,7;198;37,99236765
2,7;199;38,08818715
2,7;200;38,18376618
2,7;201;38,27910657
2,7;202;38,37421009
2,7;203;38,46907849
2,7;204;38,56371351
2,7;205;38,65811687
2,7;206;38,75229025
2,7;207;38,84623534
2,7;208;38,93995378
2,7;209;39,0334472
2,7;210;39,12671721
2,7;211;39,21976543
2,7;212;39,3125934
2,7;213;39,4052027
2,7;214;39,49759486
2,7;215;39,58977141
2,7;216;39,68173383
2,7;217;39,77348363
2,7;218;39,86502226
2,7;219;39,95635118
2,7;220;40,04747183
2,7;221;40,13838562
2,7;222;40,22909395
2,7;223;40,31959821
2,7;224;40,40989978
2,7;225;40,5
2,7;226;40,58990022
2,7;227;40,67960177
2,7;228;40,76910595
2,7;229;40,85841407
2,7;230;40,9475274
2,7;231;41,03644721
2,7;232;41,12517477
2,7;233;41,21371131
2,7;234;41,30205806
2,7;235;41,39021624
2,7;236;41,47818704
2,7;237;41,56597166
2,7;238;41,65357128
2,7;239;41,74098705
2,7;240;41,82822014
2,7;241;41,91527168
2,7;242;42,0021428
2,7;243;42,08883462
2,7;244;42,17534825
2,7;245;42,26168477
2,7;246;42,34784528
2,7;247;42,43383084
2,7;248;42,51964252
2,7;249;42,60528136
2,7;250;42,69074841
2,7;251;42,7760447
2,7;252;42,86117124
2,7;253;42,94612905
2,7;254;43,03091912
2,7;255;43,11554244
2,7;256;43,2
2,7;257;43,28429276
2,7;258;43,36842169
2,7;259;43,45238774
2,7;260;43,53619184
2,7;261;43,61983494
2,7;262;43,70331795
2,7;263;43,7866418
2,7;264;43,86980739
2,7;265;43,95281561
2,7;266;44,03566736
2,7;267;44,11836352
2,7;268;44,20090497
2,7;269;44,28329256
2,7;270;44,36552716
2,7;271;44,44760961
2,7;272;44,52954076
2,7;273;44,61132143
2,7;274;44,69295246
2,7;275;44,77443467
2,7;276;44,85576886
2,7;277;44,93695584
2,7;278;45,0179964
2,7;279;45,09889134
2,7;280;45,17964143
2,7;281;45,26024746
2,7;282;45,34071018
2,7;283;45,42103037
2,7;284;45,50120878
2,7;285;45,58124614
2,7;286;45,66114322
2,7;287;45,74090073
2,7;288;45,82051942
2,7;289;45,9
2,7;290;45,97934319
2,7;291;46,05854969
2,7;292;46,13762022
2,7;293;46,21655548
2,7;294;46,29535614
2,7;295;46,3740229
2,7;296;46,45255644
2,7;297;46,53095744
2,7;298;46,60922655
