Ano;Tempo de Exposição (s)  (t);"RHreal: Média da umidade relativa da camada carbonatada [%];";"RHref: umidade relativa de referência [%];";Expoente fe [-] ;Expoente ge [-] ;"Ke = Coeficiente ambiental [adimensional];";"bc: expoente da regressão [-]; ";tc: período de cura [d].;"Kc = Coeficiente de condição de cura [adimensional];";Cs = Concentração de CO2 no ar – [%];"W(t) = Coeficiente climático [adimensional];";DCO2 = Coeficiente de difusão no concreto carbonatado;a = Teor de CO2 em 1m³ de concreto;Rc = Resistência  à carbonatação natural do concreto (mm²/anos) /(kg/m³).;Xc (t) Profundidade de carbonatação (mm)
20;630720000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,315115881;8,913E-08;94,18875;9,46E-10;10,573737
21;662256000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,311940741;8,913E-08;94,18875;9,46E-10;10,725684
22;693792000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,308943136;8,913E-08;94,18875;9,46E-10;10,872593
23;725328000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,306105719;8,913E-08;94,18875;9,46E-10;11,014850
24;756864000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,303413504;8,913E-08;94,18875;9,46E-10;11,152796
25;788400000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,300853456;8,913E-08;94,18875;9,46E-10;11,286733
26;819936000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,298414177;8,913E-08;94,18875;9,46E-10;11,416931
27;851472000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,296085642;8,913E-08;94,18875;9,46E-10;11,543632
28;883008000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,293858992;8,913E-08;94,18875;9,46E-10;11,667055
29;914544000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,291726362;8,913E-08;94,18875;9,46E-10;11,787397
30;946080000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,289680739;8,913E-08;94,18875;9,46E-10;11,904838
31;977616000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,287715845;8,913E-08;94,18875;9,46E-10;12,019540
32;1009152000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,285826039;8,913E-08;94,18875;9,46E-10;12,131654
33;1040688000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,284006238;8,913E-08;94,18875;9,46E-10;12,241315
34;1072224000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,28225184;8,913E-08;94,18875;9,46E-10;12,348650
35;1103760000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,280558673;8,913E-08;94,18875;9,46E-10;12,453773
36;1135296000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,27892294;8,913E-08;94,18875;9,46E-10;12,556792
37;1166832000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,277341176;8,913E-08;94,18875;9,46E-10;12,657806
38;1198368000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,275810212;8,913E-08;94,18875;9,46E-10;12,756907
39;1229904000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,274327143;8,913E-08;94,18875;9,46E-10;12,854178
40;1261440000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,272889299;8,913E-08;94,18875;9,46E-10;12,949701
41;1292976000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,27149422;8,913E-08;94,18875;9,46E-10;13,043548
42;1324512000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,270139638;8,913E-08;94,18875;9,46E-10;13,135790
43;1356048000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,268823453;8,913E-08;94,18875;9,46E-10;13,226490
44;1387584000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,267543722;8,913E-08;94,18875;9,46E-10;13,315710
45;1419120000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,26629864;8,913E-08;94,18875;9,46E-10;13,403507
46;1450656000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,265086529;8,913E-08;94,18875;9,46E-10;13,489933
47;1482192000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,263905828;8,913E-08;94,18875;9,46E-10;13,575041
48;1513728000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,262755079;8,913E-08;94,18875;9,46E-10;13,658876
49;1545264000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,261632923;8,913E-08;94,18875;9,46E-10;13,741485
50;1576800000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,260538087;8,913E-08;94,18875;9,46E-10;13,822909
51;1608336000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,259469378;8,913E-08;94,18875;9,46E-10;13,903189
52;1639872000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,258425679;8,913E-08;94,18875;9,46E-10;13,982363
53;1671408000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,257405941;8,913E-08;94,18875;9,46E-10;14,060467
54;1702944000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,256409176;8,913E-08;94,18875;9,46E-10;14,137534
55;1734480000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,255434455;8,913E-08;94,18875;9,46E-10;14,213599
56;1766016000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,254480904;8,913E-08;94,18875;9,46E-10;14,288691
57;1797552000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,253547697;8,913E-08;94,18875;9,46E-10;14,362840
58;1829088000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,252634054;8,913E-08;94,18875;9,46E-10;14,436075
59;1860624000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,251739237;8,913E-08;94,18875;9,46E-10;14,508421
60;1892160000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,250862551;8,913E-08;94,18875;9,46E-10;14,579905
61;1923696000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,250003333;8,913E-08;94,18875;9,46E-10;14,650551
62;1955232000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,249160959;8,913E-08;94,18875;9,46E-10;14,720382
63;1986768000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,248334834;8,913E-08;94,18875;9,46E-10;14,789420
64;2018304000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,247524394;8,913E-08;94,18875;9,46E-10;14,857688
65;2049840000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,246729103;8,913E-08;94,18875;9,46E-10;14,925205
66;2081376000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,245948452;8,913E-08;94,18875;9,46E-10;14,991990
67;2112912000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,245181955;8,913E-08;94,18875;9,46E-10;15,058064
68;2144448000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,244429149;8,913E-08;94,18875;9,46E-10;15,123443
69;2175984000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,243689595;8,913E-08;94,18875;9,46E-10;15,188146
70;2207520000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,242962873;8,913E-08;94,18875;9,46E-10;15,252189
71;2239056000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,242248579;8,913E-08;94,18875;9,46E-10;15,315587
72;2270592000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,241546333;8,913E-08;94,18875;9,46E-10;15,378357
73;2302128000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,240855767;8,913E-08;94,18875;9,46E-10;15,440513
74;2333664000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,24017653;8,913E-08;94,18875;9,46E-10;15,502069
75;2365200000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,239508289;8,913E-08;94,18875;9,46E-10;15,563039
76;2396736000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,238850721;8,913E-08;94,18875;9,46E-10;15,623437
77;2428272000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,238203519;8,913E-08;94,18875;9,46E-10;15,683275
78;2459808000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,237566388;8,913E-08;94,18875;9,46E-10;15,742566
79;2491344000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,236939046;8,913E-08;94,18875;9,46E-10;15,801322
80;2522880000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,23632122;8,913E-08;94,18875;9,46E-10;15,859553
81;2554416000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,23571265;8,913E-08;94,18875;9,46E-10;15,917272
82;2585952000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,235113087;8,913E-08;94,18875;9,46E-10;15,974489
83;2617488000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,234522288;8,913E-08;94,18875;9,46E-10;16,031214
84;2649024000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,233940023;8,913E-08;94,18875;9,46E-10;16,087457
85;2680560000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,233366069;8,913E-08;94,18875;9,46E-10;16,143229
86;2712096000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,232800211;8,913E-08;94,18875;9,46E-10;16,198538
87;2743632000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,232242244;8,913E-08;94,18875;9,46E-10;16,253395
88;2775168000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,231691968;8,913E-08;94,18875;9,46E-10;16,307806
89;2806704000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,231149192;8,913E-08;94,18875;9,46E-10;16,361783
90;2838240000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,230613731;8,913E-08;94,18875;9,46E-10;16,415331
91;2869776000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,230085407;8,913E-08;94,18875;9,46E-10;16,468461
92;2901312000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,229564047;8,913E-08;94,18875;9,46E-10;16,521178
93;2932848000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,229049486;8,913E-08;94,18875;9,46E-10;16,573492
94;2964384000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,228541564;8,913E-08;94,18875;9,46E-10;16,625410
95;2995920000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,228040125;8,913E-08;94,18875;9,46E-10;16,676938
96;3027456000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,22754502;8,913E-08;94,18875;9,46E-10;16,728083
97;3058992000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,227056103;8,913E-08;94,18875;9,46E-10;16,778853
98;3090528000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,226573236;8,913E-08;94,18875;9,46E-10;16,829255
99;3122064000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,226096283;8,913E-08;94,18875;9,46E-10;16,879293
100;3153600000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,225625112;8,913E-08;94,18875;9,46E-10;16,928975
101;3185136000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,225159596;8,913E-08;94,18875;9,46E-10;16,978307
102;3216672000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,224699613;8,913E-08;94,18875;9,46E-10;17,027294
103;3248208000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,224245044;8,913E-08;94,18875;9,46E-10;17,075943
104;3279744000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,223795774;8,913E-08;94,18875;9,46E-10;17,124259
105;3311280000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,22335169;8,913E-08;94,18875;9,46E-10;17,172247
106;3342816000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,222912684;8,913E-08;94,18875;9,46E-10;17,219913
107;3374352000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,222478651;8,913E-08;94,18875;9,46E-10;17,267261
108;3405888000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,222049489;8,913E-08;94,18875;9,46E-10;17,314298
109;3437424000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,221625098;8,913E-08;94,18875;9,46E-10;17,361027
110;3468960000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,221205384;8,913E-08;94,18875;9,46E-10;17,407454
111;3500496000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,220790252;8,913E-08;94,18875;9,46E-10;17,453584
112;3532032000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,220379612;8,913E-08;94,18875;9,46E-10;17,499420
113;3563568000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,219973376;8,913E-08;94,18875;9,46E-10;17,544968
114;3595104000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,219571458;8,913E-08;94,18875;9,46E-10;17,590231
115;3626640000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,219173775;8,913E-08;94,18875;9,46E-10;17,635214
116;3658176000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,218780246;8,913E-08;94,18875;9,46E-10;17,679922
117;3689712000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,218390792;8,913E-08;94,18875;9,46E-10;17,724357
118;3721248000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,218005338;8,913E-08;94,18875;9,46E-10;17,768524
119;3752784000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,217623808;8,913E-08;94,18875;9,46E-10;17,812428
120;3784320000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,21724613;8,913E-08;94,18875;9,46E-10;17,856071
121;3815856000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,216872234;8,913E-08;94,18875;9,46E-10;17,899458
122;3847392000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,21650205;8,913E-08;94,18875;9,46E-10;17,942591
123;3878928000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,216135513;8,913E-08;94,18875;9,46E-10;17,985475
124;3910464000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,215772557;8,913E-08;94,18875;9,46E-10;18,028114
125;3942000000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,215413118;8,913E-08;94,18875;9,46E-10;18,070509
126;3973536000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,215057136;8,913E-08;94,18875;9,46E-10;18,112665
127;4005072000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,214704548;8,913E-08;94,18875;9,46E-10;18,154585
128;4036608000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,214355297;8,913E-08;94,18875;9,46E-10;18,196273
129;4068144000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,214009326;8,913E-08;94,18875;9,46E-10;18,237730
130;4099680000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,213666578;8,913E-08;94,18875;9,46E-10;18,278961
131;4131216000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,213326999;8,913E-08;94,18875;9,46E-10;18,319968
132;4162752000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,212990537;8,913E-08;94,18875;9,46E-10;18,360754
133;4194288000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,212657138;8,913E-08;94,18875;9,46E-10;18,401322
134;4225824000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,212326753;8,913E-08;94,18875;9,46E-10;18,441674
135;4257360000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,211999331;8,913E-08;94,18875;9,46E-10;18,481815
136;4288896000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,211674826;8,913E-08;94,18875;9,46E-10;18,521745
137;4320432000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,211353189;8,913E-08;94,18875;9,46E-10;18,561468
138;4351968000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,211034375;8,913E-08;94,18875;9,46E-10;18,600987
139;4383504000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,210718338;8,913E-08;94,18875;9,46E-10;18,640303
140;4415040000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,210405035;8,913E-08;94,18875;9,46E-10;18,679420
141;4446576000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,210094423;8,913E-08;94,18875;9,46E-10;18,718339
142;4478112000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,20978646;8,913E-08;94,18875;9,46E-10;18,757064
143;4509648000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,209481104;8,913E-08;94,18875;9,46E-10;18,795596
144;4541184000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,209178316;8,913E-08;94,18875;9,46E-10;18,833938
145;4572720000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,208878057;8,913E-08;94,18875;9,46E-10;18,872092
146;4604256000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,208580288;8,913E-08;94,18875;9,46E-10;18,910061
147;4635792000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,208284972;8,913E-08;94,18875;9,46E-10;18,947846
148;4667328000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,207992072;8,913E-08;94,18875;9,46E-10;18,985449
149;4698864000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,207701552;8,913E-08;94,18875;9,46E-10;19,022873
150;4730400000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,207413377;8,913E-08;94,18875;9,46E-10;19,060120
151;4761936000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,207127513;8,913E-08;94,18875;9,46E-10;19,097191
152;4793472000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,206843925;8,913E-08;94,18875;9,46E-10;19,134089
153;4825008000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,206562582;8,913E-08;94,18875;9,46E-10;19,170816
154;4856544000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,206283451;8,913E-08;94,18875;9,46E-10;19,207373
155;4888080000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,206006499;8,913E-08;94,18875;9,46E-10;19,243763
156;4919616000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,205731697;8,913E-08;94,18875;9,46E-10;19,279987
157;4951152000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,205459015;8,913E-08;94,18875;9,46E-10;19,316047
158;4982688000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,205188421;8,913E-08;94,18875;9,46E-10;19,351945
159;5014224000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,204919888;8,913E-08;94,18875;9,46E-10;19,387683
160;5045760000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,204653386;8,913E-08;94,18875;9,46E-10;19,423262
161;5077296000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,204388888;8,913E-08;94,18875;9,46E-10;19,458683
162;5108832000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,204126367;8,913E-08;94,18875;9,46E-10;19,493950
163;5140368000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,203865795;8,913E-08;94,18875;9,46E-10;19,529063
164;5171904000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,203607147;8,913E-08;94,18875;9,46E-10;19,564023
165;5203440000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,203350396;8,913E-08;94,18875;9,46E-10;19,598834
166;5234976000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,203095517;8,913E-08;94,18875;9,46E-10;19,633495
167;5266512000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,202842486;8,913E-08;94,18875;9,46E-10;19,668009
168;5298048000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,202591277;8,913E-08;94,18875;9,46E-10;19,702377
169;5329584000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,202341868;8,913E-08;94,18875;9,46E-10;19,736600
170;5361120000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,202094235;8,913E-08;94,18875;9,46E-10;19,770681
171;5392656000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,201848355;8,913E-08;94,18875;9,46E-10;19,804619
172;5424192000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,201604204;8,913E-08;94,18875;9,46E-10;19,838418
173;5455728000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,201361762;8,913E-08;94,18875;9,46E-10;19,872078
174;5487264000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,201121007;8,913E-08;94,18875;9,46E-10;19,905601
175;5518800000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,200881916;8,913E-08;94,18875;9,46E-10;19,938987
176;5550336000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,20064447;8,913E-08;94,18875;9,46E-10;19,972239
177;5581872000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,200408647;8,913E-08;94,18875;9,46E-10;20,005358
178;5613408000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,200174427;8,913E-08;94,18875;9,46E-10;20,038344
179;5644944000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,199941792;8,913E-08;94,18875;9,46E-10;20,071199
180;5676480000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,19971072;8,913E-08;94,18875;9,46E-10;20,103925
181;5708016000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,199481193;8,913E-08;94,18875;9,46E-10;20,136523
182;5739552000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,199253193;8,913E-08;94,18875;9,46E-10;20,168993
183;5771088000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,1990267;8,913E-08;94,18875;9,46E-10;20,201337
184;5802624000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,198801697;8,913E-08;94,18875;9,46E-10;20,233557
185;5834160000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,198578166;8,913E-08;94,18875;9,46E-10;20,265653
186;5865696000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,198356089;8,913E-08;94,18875;9,46E-10;20,297626
187;5897232000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,198135449;8,913E-08;94,18875;9,46E-10;20,329478
188;5928768000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,19791623;8,913E-08;94,18875;9,46E-10;20,361209
189;5960304000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,197698414;8,913E-08;94,18875;9,46E-10;20,392822
190;5991840000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,197481985;8,913E-08;94,18875;9,46E-10;20,424316
191;6023376000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,197266928;8,913E-08;94,18875;9,46E-10;20,455693
192;6054912000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,197053226;8,913E-08;94,18875;9,46E-10;20,486954
193;6086448000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,196840864;8,913E-08;94,18875;9,46E-10;20,518100
194;6117984000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,196629826;8,913E-08;94,18875;9,46E-10;20,549133
195;6149520000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,196420098;8,913E-08;94,18875;9,46E-10;20,580052
196;6181056000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,196211665;8,913E-08;94,18875;9,46E-10;20,610859
