Ano;Tempo de Exposição (s)  (t);"RHreal: Média da umidade relativa da camada carbonatada [%];";"RHref: umidade relativa de referência [%];";Expoente fe [-] ;Expoente ge [-] ;"Ke = Coeficiente ambiental [adimensional];";"bc: expoente da regressão [-]; ";tc: período de cura [d].;"Kc = Coeficiente de condição de cura [adimensional];";Cs = Concentração de CO2 no ar – [%];"W(t) = Coeficiente climático [adimensional];";DCO2 = Coeficiente de difusão no concreto carbonatado;a = Teor de CO2 em 1m³ de concreto;Rc = Resistência  à carbonatação natural do concreto (mm²/anos) /(kg/m³).;Xc (t) Profundidade de carbonatação (mm)
151;4761936000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,207127513;8,913E-08;68,02521;1,31E-09;22,471604
152;4793472000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,206843925;8,913E-08;68,02521;1,31E-09;22,515022
153;4825008000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,206562582;8,913E-08;68,02521;1,31E-09;22,558238
154;4856544000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,206283451;8,913E-08;68,02521;1,31E-09;22,601255
155;4888080000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,206006499;8,913E-08;68,02521;1,31E-09;22,644075
156;4919616000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,205731697;8,913E-08;68,02521;1,31E-09;22,686699
157;4951152000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,205459015;8,913E-08;68,02521;1,31E-09;22,729131
158;4982688000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,205188421;8,913E-08;68,02521;1,31E-09;22,771372
159;5014224000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,204919888;8,913E-08;68,02521;1,31E-09;22,813424
160;5045760000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,204653386;8,913E-08;68,02521;1,31E-09;22,855290
161;5077296000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,204388888;8,913E-08;68,02521;1,31E-09;22,896971
162;5108832000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,204126367;8,913E-08;68,02521;1,31E-09;22,938469
163;5140368000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,203865795;8,913E-08;68,02521;1,31E-09;22,979786
164;5171904000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,203607147;8,913E-08;68,02521;1,31E-09;23,020924
165;5203440000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,203350396;8,913E-08;68,02521;1,31E-09;23,061885
166;5234976000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,203095517;8,913E-08;68,02521;1,31E-09;23,102671
167;5266512000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,202842486;8,913E-08;68,02521;1,31E-09;23,143283
168;5298048000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,202591277;8,913E-08;68,02521;1,31E-09;23,183724
169;5329584000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,202341868;8,913E-08;68,02521;1,31E-09;23,223994
170;5361120000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,202094235;8,913E-08;68,02521;1,31E-09;23,264097
171;5392656000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,201848355;8,913E-08;68,02521;1,31E-09;23,304033
172;5424192000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,201604204;8,913E-08;68,02521;1,31E-09;23,343803
173;5455728000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,201361762;8,913E-08;68,02521;1,31E-09;23,383411
174;5487264000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,201121007;8,913E-08;68,02521;1,31E-09;23,422857
175;5518800000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,200881916;8,913E-08;68,02521;1,31E-09;23,462143
176;5550336000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,20064447;8,913E-08;68,02521;1,31E-09;23,501270
177;5581872000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,200408647;8,913E-08;68,02521;1,31E-09;23,540241
178;5613408000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,200174427;8,913E-08;68,02521;1,31E-09;23,579056
179;5644944000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,199941792;8,913E-08;68,02521;1,31E-09;23,617716
180;5676480000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,19971072;8,913E-08;68,02521;1,31E-09;23,656225
181;5708016000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,199481193;8,913E-08;68,02521;1,31E-09;23,694582
182;5739552000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,199253193;8,913E-08;68,02521;1,31E-09;23,732790
183;5771088000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,1990267;8,913E-08;68,02521;1,31E-09;23,770849
184;5802624000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,198801697;8,913E-08;68,02521;1,31E-09;23,808762
185;5834160000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,198578166;8,913E-08;68,02521;1,31E-09;23,846529
186;5865696000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,198356089;8,913E-08;68,02521;1,31E-09;23,884152
187;5897232000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,198135449;8,913E-08;68,02521;1,31E-09;23,921632
188;5928768000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,19791623;8,913E-08;68,02521;1,31E-09;23,958970
189;5960304000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,197698414;8,913E-08;68,02521;1,31E-09;23,996168
190;5991840000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,197481985;8,913E-08;68,02521;1,31E-09;24,033227
191;6023376000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,197266928;8,913E-08;68,02521;1,31E-09;24,070149
192;6054912000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,197053226;8,913E-08;68,02521;1,31E-09;24,106934
193;6086448000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,196840864;8,913E-08;68,02521;1,31E-09;24,143583
194;6117984000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,196629826;8,913E-08;68,02521;1,31E-09;24,180099
195;6149520000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,196420098;8,913E-08;68,02521;1,31E-09;24,216481
196;6181056000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,196211665;8,913E-08;68,02521;1,31E-09;24,252732
197;6212592000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,196004512;8,913E-08;68,02521;1,31E-09;24,288852
198;6244128000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,195798624;8,913E-08;68,02521;1,31E-09;24,324843
199;6275664000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,195593989;8,913E-08;68,02521;1,31E-09;24,360705
200;6307200000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,195390592;8,913E-08;68,02521;1,31E-09;24,396440
201;6338736000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,195188419;8,913E-08;68,02521;1,31E-09;24,432049
202;6370272000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,194987457;8,913E-08;68,02521;1,31E-09;24,467532
203;6401808000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,194787693;8,913E-08;68,02521;1,31E-09;24,502892
204;6433344000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,194589114;8,913E-08;68,02521;1,31E-09;24,538128
205;6464880000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,194391706;8,913E-08;68,02521;1,31E-09;24,573243
206;6496416000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,194195458;8,913E-08;68,02521;1,31E-09;24,608236
207;6527952000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,194000357;8,913E-08;68,02521;1,31E-09;24,643110
208;6559488000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,193806391;8,913E-08;68,02521;1,31E-09;24,677864
209;6591024000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,193613548;8,913E-08;68,02521;1,31E-09;24,712501
210;6622560000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,193421816;8,913E-08;68,02521;1,31E-09;24,747020
211;6654096000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,193231183;8,913E-08;68,02521;1,31E-09;24,781424
212;6685632000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,193041638;8,913E-08;68,02521;1,31E-09;24,815712
213;6717168000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,19285317;8,913E-08;68,02521;1,31E-09;24,849886
214;6748704000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,192665767;8,913E-08;68,02521;1,31E-09;24,883946
215;6780240000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,192479419;8,913E-08;68,02521;1,31E-09;24,917894
216;6811776000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,192294114;8,913E-08;68,02521;1,31E-09;24,951731
217;6843312000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,192109843;8,913E-08;68,02521;1,31E-09;24,985457
218;6874848000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,191926594;8,913E-08;68,02521;1,31E-09;25,019073
219;6906384000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,191744357;8,913E-08;68,02521;1,31E-09;25,052580
220;6937920000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,191563123;8,913E-08;68,02521;1,31E-09;25,085979
221;6969456000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,19138288;8,913E-08;68,02521;1,31E-09;25,119271
222;7000992000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,19120362;8,913E-08;68,02521;1,31E-09;25,152456
223;7032528000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,191025332;8,913E-08;68,02521;1,31E-09;25,185536
224;7064064000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,190848007;8,913E-08;68,02521;1,31E-09;25,218511
225;7095600000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,190671635;8,913E-08;68,02521;1,31E-09;25,251382
226;7127136000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,190496208;8,913E-08;68,02521;1,31E-09;25,284150
227;7158672000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,190321715;8,913E-08;68,02521;1,31E-09;25,316816
228;7190208000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,190148148;8,913E-08;68,02521;1,31E-09;25,349379
229;7221744000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,189975498;8,913E-08;68,02521;1,31E-09;25,381842
230;7253280000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,189803756;8,913E-08;68,02521;1,31E-09;25,414205
231;7284816000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,189632913;8,913E-08;68,02521;1,31E-09;25,446468
232;7316352000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,189462961;8,913E-08;68,02521;1,31E-09;25,478633
233;7347888000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,189293891;8,913E-08;68,02521;1,31E-09;25,510700
234;7379424000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,189125695;8,913E-08;68,02521;1,31E-09;25,542669
235;7410960000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,188958366;8,913E-08;68,02521;1,31E-09;25,574542
236;7442496000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,188791893;8,913E-08;68,02521;1,31E-09;25,606319
237;7474032000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,188626271;8,913E-08;68,02521;1,31E-09;25,638001
238;7505568000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,18846149;8,913E-08;68,02521;1,31E-09;25,669589
239;7537104000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,188297543;8,913E-08;68,02521;1,31E-09;25,701082
240;7568640000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,188134422;8,913E-08;68,02521;1,31E-09;25,732483
241;7600176000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,18797212;8,913E-08;68,02521;1,31E-09;25,763791
242;7631712000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,187810629;8,913E-08;68,02521;1,31E-09;25,795008
243;7663248000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,187649942;8,913E-08;68,02521;1,31E-09;25,826133
244;7694784000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,187490052;8,913E-08;68,02521;1,31E-09;25,857168
245;7726320000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,18733095;8,913E-08;68,02521;1,31E-09;25,888113
246;7757856000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,187172632;8,913E-08;68,02521;1,31E-09;25,918968
247;7789392000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,187015088;8,913E-08;68,02521;1,31E-09;25,949735
248;7820928000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,186858313;8,913E-08;68,02521;1,31E-09;25,980414
249;7852464000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,186702299;8,913E-08;68,02521;1,31E-09;26,011006
250;7884000000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,18654704;8,913E-08;68,02521;1,31E-09;26,041511
251;7915536000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,186392529;8,913E-08;68,02521;1,31E-09;26,071929
252;7947072000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,18623876;8,913E-08;68,02521;1,31E-09;26,102262
253;7978608000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,186085726;8,913E-08;68,02521;1,31E-09;26,132510
254;8010144000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,18593342;8,913E-08;68,02521;1,31E-09;26,162674
255;8041680000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,185781837;8,913E-08;68,02521;1,31E-09;26,192753
256;8073216000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,18563097;8,913E-08;68,02521;1,31E-09;26,222750
257;8104752000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,185480813;8,913E-08;68,02521;1,31E-09;26,252663
258;8136288000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,18533136;8,913E-08;68,02521;1,31E-09;26,282494
259;8167824000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,185182605;8,913E-08;68,02521;1,31E-09;26,312244
260;8199360000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,185034542;8,913E-08;68,02521;1,31E-09;26,341912
261;8230896000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,184887165;8,913E-08;68,02521;1,31E-09;26,371500
262;8262432000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,184740468;8,913E-08;68,02521;1,31E-09;26,401007
263;8293968000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,184594446;8,913E-08;68,02521;1,31E-09;26,430435
264;8325504000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,184449092;8,913E-08;68,02521;1,31E-09;26,459784
265;8357040000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,184304402;8,913E-08;68,02521;1,31E-09;26,489054
266;8388576000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,18416037;8,913E-08;68,02521;1,31E-09;26,518247
267;8420112000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,18401699;8,913E-08;68,02521;1,31E-09;26,547361
268;8451648000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,183874258;8,913E-08;68,02521;1,31E-09;26,576399
269;8483184000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,183732167;8,913E-08;68,02521;1,31E-09;26,605360
270;8514720000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,183590712;8,913E-08;68,02521;1,31E-09;26,634245
271;8546256000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,183449888;8,913E-08;68,02521;1,31E-09;26,663055
272;8577792000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,183309691;8,913E-08;68,02521;1,31E-09;26,691789
273;8609328000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,183170115;8,913E-08;68,02521;1,31E-09;26,720449
274;8640864000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,183031155;8,913E-08;68,02521;1,31E-09;26,749034
275;8672400000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,182892805;8,913E-08;68,02521;1,31E-09;26,777546
276;8703936000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,182755063;8,913E-08;68,02521;1,31E-09;26,805985
277;8735472000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,182617921;8,913E-08;68,02521;1,31E-09;26,834350
278;8767008000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,182481376;8,913E-08;68,02521;1,31E-09;26,862644
279;8798544000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,182345423;8,913E-08;68,02521;1,31E-09;26,890865
280;8830080000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,182210056;8,913E-08;68,02521;1,31E-09;26,919015
281;8861616000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,182075273;8,913E-08;68,02521;1,31E-09;26,947094
282;8893152000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,181941067;8,913E-08;68,02521;1,31E-09;26,975102
283;8924688000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,181807435;8,913E-08;68,02521;1,31E-09;27,003040
284;8956224000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,181674372;8,913E-08;68,02521;1,31E-09;27,030909
285;8987760000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,181541874;8,913E-08;68,02521;1,31E-09;27,058708
286;9019296000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,181409935;8,913E-08;68,02521;1,31E-09;27,086438
287;9050832000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,181278553;8,913E-08;68,02521;1,31E-09;27,114099
288;9082368000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,181147722;8,913E-08;68,02521;1,31E-09;27,141693
289;9113904000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,181017439;8,913E-08;68,02521;1,31E-09;27,169219
290;9145440000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,180887699;8,913E-08;68,02521;1,31E-09;27,196677
291;9176976000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,180758498;8,913E-08;68,02521;1,31E-09;27,224068
292;9208512000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,180629832;8,913E-08;68,02521;1,31E-09;27,251393
293;9240048000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,180501697;8,913E-08;68,02521;1,31E-09;27,278652
294;9271584000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,180374089;8,913E-08;68,02521;1,31E-09;27,305845
295;9303120000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,180247004;8,913E-08;68,02521;1,31E-09;27,332973
296;9334656000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,180120439;8,913E-08;68,02521;1,31E-09;27,360036
297;9366192000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,179994388;8,913E-08;68,02521;1,31E-09;27,387034
298;9397728000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,179868849;8,913E-08;68,02521;1,31E-09;27,413968
299;9429264000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,179743818;8,913E-08;68,02521;1,31E-09;27,440838
300;9460800000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,179619291;8,913E-08;68,02521;1,31E-09;27,467644
1;31536000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,586841365;8,913E-08;73,25792;1,22E-09;4,992708
2;63072000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,508202659;8,913E-08;73,25792;1,22E-09;6,114591
3;94608000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,467182172;8,913E-08;73,25792;1,22E-09;6,884341
4;126144000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,440101803;8,913E-08;73,25792;1,22E-09;7,488565
5;157680000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,420182404;8,913E-08;73,25792;1,22E-09;7,993525
6;189216000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,404578198;8,913E-08;73,25792;1,22E-09;8,431281
7;220752000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,391838004;8,913E-08;73,25792;1,22E-09;8,820050
8;252288000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,381126689;8,913E-08;73,25792;1,22E-09;9,171277
9;283824000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,371921945;8,913E-08;73,25792;1,22E-09;9,492673
10;315360000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,363876556;8,913E-08;73,25792;1,22E-09;9,789704
11;346896000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,356748648;8,913E-08;73,25792;1,22E-09;10,066399
12;378432000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,350363367;8,913E-08;73,25792;1,22E-09;10,325825
13;409968000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,34459045;8,913E-08;73,25792;1,22E-09;10,570375
14;441504000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,339330401;8,913E-08;73,25792;1,22E-09;10,801952
15;473040000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,334505609;8,913E-08;73,25792;1,22E-09;11,022104
16;504576000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,330054438;8,913E-08;73,25792;1,22E-09;11,232102
17;536112000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,325927171;8,913E-08;73,25792;1,22E-09;11,433008
18;567648000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,322083161;8,913E-08;73,25792;1,22E-09;11,625717
19;599184000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,318488773;8,913E-08;73,25792;1,22E-09;11,810993
20;630720000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,315115881;8,913E-08;73,25792;1,22E-09;11,989491
21;662256000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,311940741;8,913E-08;73,25792;1,22E-09;12,161782
22;693792000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,308943136;8,913E-08;73,25792;1,22E-09;12,328361
23;725328000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,306105719;8,913E-08;73,25792;1,22E-09;12,489666
24;756864000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,303413504;8,913E-08;73,25792;1,22E-09;12,646082
25;788400000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,300853456;8,913E-08;73,25792;1,22E-09;12,797952
26;819936000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,298414177;8,913E-08;73,25792;1,22E-09;12,945582
27;851472000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,296085642;8,913E-08;73,25792;1,22E-09;13,089248
28;883008000;67,56;65,00;5,00;2,50;1,62070;-0,567;3,00;1,61675;0,03600;0,293858992;8,913E-08;73,25792;1,22E-09;13,229197
